chat_text,emotion,text_response
okay. it looks like rain.,curiosity,why do you say that?
i know. i had to chase you for a while.,neutral,"yes, you chased me and then you caught me."
let's go to the lake.,neutral,yes. the lake is only 10 miles away.
I'm about to ask my boss for a raise.,nervousness,"That's a big step! It's natural to feel nervous, but also important to advocate for yourself. Prepare your case, stay confident, and go for it!"
"yes, i did. i saved about $50.",admiration,that's great.
tell me what you've been doing.,neutral,"basically, i've been working too."
men singers don't have to look good.,neutral,then neither do women singers.
I accidentally drank from someone else's drink!,disgust,"Ew, gross! Sharing drinks is so unsanitary! Make sure to rinse your mouth with water and avoid doing that again!"
you and everybody else.,desire,i would never want to be president.
are you right-handed?,approval,yes. all my life.
they should find a nice hobby.,neutral,just wait until you're 50 years old.
How do you navigate through life's challenges and obstacles?,realization,"I've realized that every challenge and obstacle is an opportunity for growth and resilience, and by facing them head-on, I become stronger and more capable of overcoming future challenges."
"when you're inside, you will always hear cars stopping and stopping at the intersection.",neutral,or you'll hear the collision if someone doesn't stop.
where are all these people going?,neutral,they're all asking the same question.
how are you doing that?,neutral,i started shopping at the dollar store.
i'm going to just hope that the bathroom is clean.,neutral,you're not going to examine it before we order dinner?
i'm guessing that she's going to give me my invite today or tomorrow.,approval,"you're probably right, do you intend on going to the party?"
it sure is.,neutral,i thought school was hard.
to thank him and all the other soldiers who served in world war ii.,admiration,that's very nice.
How do you feel about not volunteering for a charity event despite having the opportunity?,remorse,I regret not contributing. I feel a sense of remorse for not helping those in need when I had the chance and am committed to being more involved in charitable activities in the future.
i have it on dvd at my house if you want to come over and watch it.,neutral,"sure, let's go."
are your nails clean?,neutral,"yes, they are."
did you see that puddle of water on the floor?,neutral,yes. i called for a clean-up.
what's your mailing address?,neutral,"456 cherry drive, pasadena, ca 91170."
plus installation?,neutral,"no, my hard drive is easy to remove and replace."
it's common sense.,neutral,it's so tight that it's hard for me to breathe.
What motivates you to keep moving forward?,realization,"I've realized that my passion for making a difference in the world and leaving a positive legacy is what drives me to keep pushing forward, even in the face of challenges."
I found a moldy piece of bread in my breadbox!,disgust,Yuck! Moldy bread is so gross! Make sure to throw it out and clean your breadbox thoroughly!
i believe that she will give me the invitation today.,neutral,are you even going to go?
i voted for ralph nader.,neutral,who in the world is ralph nader?
do you have any other skills?,neutral,"well, i know how to flip hamburgers."
a new hotel is looking for workers.,neutral,"yes, i saw it on the tv news."
I discovered a rat in my basement!,disgust,Gross! Rats are disgusting! You need to set up traps and seal any entry points ASAP!
so am i.,neutral,i had a long day.
i bought three pounds of potatoes for a dollar.,admiration,that's a good deal.
rained out?,approval,"yes, rained out."
you don't need a good nose for thatÂ—cigarettes stink.,neutral,"but when i sneak just one cigarette in the morning, she can smell it that evening!"
"whatever the cause, i hate seeing them on my face.",neutral,"well, on the bright side, they're fun to pop."
me too.,neutral,i just cut myself again.
i got a dent in the parking lot.,curiosity,how did you get it?
i'll squeeze the cloth so it's almost dry.,neutral,don't rub the numbers off the remote.
what did you buy?,admiration,"well, i got a lot of good deals, as usual."
oh.,neutral,"i apologized to her, but i could tell she was still upset."
"and the pickles were great, too.",neutral,tomorrow we'll have rice and fish for lunch.
"hmm, that's not bad.",neutral,there's nothing in it.
friends will lend you money when you're broke.,neutral,as long as you pay them back.
i hope you kept the receipt.,neutral,you think they won't fit?
i'm an open book. watch me all you want.,caring,"if i catch you, you'll be sorry."
it passes inspection.,neutral,here comes the waiter. see if his hands and nails are clean.
How did the conversation with your parents about your future plans go?,relief,Better than expected. They're supportive of my decisions. I'm relieved they understand.
I'm going to meet my favorite celebrity next week!,excitement,No way! That's so cool! You must be over the moon with excitement!
that's nice.,neutral,it's a lot better than paying someone $60.
look at these marks on my arms.,neutral,what are they?
i'll teach you one.,neutral,okay. what will you teach me?
she's about five feet even.,curiosity,"what does she look like, though?"
you bought a new car?,neutral,yes. i bought a cadillac.
we'll go to a french restaurant.,neutral,i've never been to a french restaurant.
i'm not ready to get off the phone with you.,caring,there are other things i need to take care of.
i have to go to the bathroom.,neutral,why didn't you go before we left?
what did you like?,neutral,"the island is so green, and the water is so blue."
"well, superbad is super funny.",amusement,"you're not lying, i found that movie absolutely hilarious."
i thought school was hard.,neutral,"me, too. i couldn't wait to graduate."
you'd be blind for the rest of your life!,neutral,i'll get the stepladder.
My neighbors are having a loud party again.,annoyance,That's so irritating! It seems like they're always making noise. Maybe we can talk to them about keeping it down.
I'm waiting for the results of an important medical test.,nervousness,"Waiting for medical results can be nerve-wracking, but try to stay positive. Take deep breaths and focus on staying calm."
i always do. did you go to school today?,disapproval,"no, i didn't."
voting is so easy. you can even mail your ballot in.,neutral,all you have to do is vote and put a stamp on it.
we can leave if we put an orange cone here.,neutral,"yes, but i don't know where the orange cones are."
I just found out I'm going to be an aunt/uncle!,excitement,That's so exciting! Congratulations! You're going to be the coolest aunt/uncle ever!
do you go to college?,approval,"yes, i do."
"would you put suntan lotion on my back, please?",confusion,sure.
our legislators spent it on first-class travel all over the world.,neutral,they are having a good time with our money.
i want to watch this tv show.,neutral,maybe you should record it.
How do you feel about your recent travels?,realization,"During my travels, I had a moment of realization that experiencing different cultures and perspectives enriches my life in ways I never imagined."
how much were they?,neutral,they were on sale for $80.
what are you going to do with them?,neutral,i'm going to give them away. do you want one?
what's so good about it?,excitement,they have interesting lawsuits.
so it's better to save money than to have an honest election?,neutral,"well, the democratic party says it was an honest election."
that's no good.,neutral,"sometimes the pain goes away, and sometimes it doesn't."
your daddy was a good little boy.,neutral,"how do you know? were you his mommy, too?"
why not? everyone knows he's a firebug. he loves to start fires.,disapproval,i don't know. sometimes the law doesn't make sense.
why would he do that?,neutral,did he set a new record?
I received a standing ovation for my performance in the school play!,pride,That's amazing! Receiving a standing ovation for your performance in the school play is a testament to your talent and hard work. You should be proud of your stage presence and ability to captivate an audience!
it's sunday.,neutral,so?
did you hear about the ball player?,neutral,the home run hitter on drugs?
"okay, i'll talk to you later then.",neutral,see you later.
everyone likes him.,admiration,he's a good speaker.
but you eat fruits.,neutral,"i eat two apples, one banana, and one orange every day."
bluedog123. are you sure that's all?,approval,yes.
it's my mom's dog.,neutral,so she likes poodles.
did you see the waiter's hands?,disapproval,no.
i'll be glad when winter comes.,curiosity,why is that?
there's a real nice park nearby.,approval,"yes, there is."
i've been good. i'm in school right now.,neutral,what school do you go to?
why haven't you answered the phone?,disappointment,"my bad, i had chores to do."
spanish is easy. i'll be happy to teach you.,neutral,how long will it take me to learn?
when did you lose it?,neutral,i think i lost it today. i used it yesterday.
"no, i'm serious.",neutral,doesn't that get old?
he'll give you a prescription for glasses.,neutral,i'll make an appointment tomorrow.
why not?,neutral,he made promises that he didn't keep.
i won't be able to play with the kids.,neutral,"no, we have to find something closer to your job."
we'll stop at the next mcdonald's.,neutral,how far away is that?
because it will protect you in case of an accident.,disappointment,but it's uncomfortable.
because it has great teachers.,curiosity,what else?
please don't be nosey.,neutral,"i'm not being nosey, it's just a question."
but we just got here.,neutral,did you see the waiter's hands?
of course not. that would be racist.,neutral,but how can we identify someone if we don't know their race?
this is a huge library.,admiration,"yes, it has lots of rooms and lots of space."
me neither. it's boring.,admiration,but practice makes perfect.
i don't like riding the bus.,confusion,why not?
i don't know.,love,would you like to see a movie with me and my friend?
How did you react when you found out about the surprise party?,surprise,I was completely surprised! I had no idea it was happening and was so touched by the effort everyone put in.
actors didn't curse back then.,neutral,and there was no violence.
so she likes poodles.,neutral,she says they're good watchdogs.
i bet dad did it all the time when he was my age.,admiration,your daddy was a good little boy.
will you go and visit them?,approval,of course i will.
I'm about to move in with my partner for the first time.,nervousness,"That's a big step! It's natural to feel nervous, but also exciting. Communicate openly with your partner and embrace this new chapter together."
i would if i could find someone who makes strong pockets.,neutral,try a google search online.
"yes. when we landed, tv reporters and the army band were there.",neutral,that must have made you feel really special.
have you met the new girl?,neutral,no. have you?
i don't know. i think i'm average.,neutral,did you ever take an iq test?
one that won't grow up too big.,neutral,and eat too much.
how do you know?,neutral,the street isn't wet.
why? i'm watching the original.,neutral,but you'll be asleep in about one minute.
"yes, he made the home run popular.",love,"everybody loved him, all over the nation."
no. the bedbugs in that mattress bit me.,neutral,okay. let's get a new mattress.
"oh, a laptop, of course.",neutral,a pc or a mac?
the tv news doesn't tell us the race anymore.,neutral,of course not. that would be racist.
they need 300 new workers.,neutral,"and 4,000 people showed up."
don't rub the numbers off the remote.,neutral,i will rub gently but firmly.
i was going to be a doctor.,curiosity,what happened to your plans?
what is gravity?,neutral,it's the force that pulls everything down.
good for him.,curiosity,why would he do that?
and watch your dvd.,neutral,i always cry at the end.
"sure, what did you want to do?",confusion,maybe we can go see a movie or something.
"well, it won't last forever.",neutral,"no, i figure i'll finish it all by next week."
it was like being there?,approval,"yes, i felt like i was actually there."
"yes, it does.",neutral,so it would be cheaper to hire more police?
i feel sorry for you.,neutral,i have only a few friends.
housekeeping didn't give us fresh towels.,neutral,room service brought us a cold dinner.
hold your breath till we get there.,neutral,"okay, my seatbelt is on."
so you're not very good at math?,fear,i'm terrible at math.
that must be nice.,admiration,teaching is the best part of my whole day.
he sounds like a real jerk.,neutral,no one at work likes him.
i do too. that way we can have our activities planned ahead of time.,approval,"yeah, that would make things a lot easier."
some actor married a woman young enough to be his daughter.,neutral,what was the third story?
we've already voted for new taxes to pay for all that stuff!,neutral,that's true. where did that money go?
my pants have a hole in the front pocket.,neutral,you shouldn't carry pens in your pocket.
what do you listen to?,neutral,mostly talk radio.
How did you react when you discovered a hidden waterfall behind a curtain of vines in the forest?,surprise,I was astonished! It was such an unexpected find. I never knew there was a hidden waterfall here.
you would do the same for me.,neutral,of course. what are friends for?
i can't believe how long this line is.,neutral,"this is a popular restaurant, isn't it?"
what is your major?,neutral,english.
"well, most corporations do think only about money.",neutral,he hates democrats and republicans.
it's not even 10 o'clock.,neutral,i'm falling asleep on the phone.
the speed limit is 65.,neutral,i know that.
what do we need to buy?,neutral,let me look at our list.
the cat doesn't care about anything.,neutral,that's the way cats are.
you should stop drinking coffee.,neutral,look at these marks on my arms.
i'm glad you don't complain very much.,neutral,i'm ready for an accident.
that's too bad. how much is a new one?,neutral,"it's not too much, only about $85."
our team was victorious.,neutral,i wish i was free that night. i'm kind of mad that i didn't go.
"we had a $40 meal, and he left a $1 tip!",neutral,i guess you can't go back to that restaurant.
"yes, about $7 million.",admiration,that will teach him a good lesson.
i'm getting married.,caring,"you should be happy, not worried."
we had a problem at school.,neutral,what was the problem?
you have a lot of plants.,neutral,then i did my laundry.
i didn't hear anything about it.,neutral,can you go?
Were you prepared for the unexpected invitation to join a secret society?,surprise,Absolutely not! It was such a shock to be invited. I never imagined I'd be considered.
why don't you look outside?,neutral,okay. it looks like rain.
the first thing i noticed was her beautiful brown eyes.,neutral,i think i might've bumped into her before.
he's the best man for president.,curiosity,why's that?
thank you.,neutral,you shouldn't lie in the sun for too long.
that's a great idea.,neutral,we haven't been in a while.
that was very nice of you.,neutral,i found out that she gave it to her new boyfriend.
i don't know. i just woke up.,confusion,why don't you look outside?
i gave a subscription to my parents.,neutral,me too. they canceled their other news magazines.
she's kind of short.,neutral,what height is she?
"no, ten of my coworkers got laid off, too.",curiosity,what are you going to do?
but i'm worried about tiger.,curiosity,why is that?
me too. i can't wait until winter.,neutral,"i like winter too, but sometimes it gets too cold."
What's your biggest lesson learned from past mistakes?,realization,"I've learned that mistakes are valuable teachers that offer insights and lessons for growth, and instead of dwelling on them, I use them as stepping stones towards a better future."
they both said i have to live with it.,neutral,or you can stay off planes.
that sucks. did you want the assignments from english class?,gratitude,"that would be nice, thank you."
they like guys with new cars.,neutral,i don't have money or a new car.
I found a cockroach crawling in my bed!,disgust,"Oh, that's disgusting! Cockroaches are so unsanitary! You need to call the exterminator immediately and wash your bedding!"
i told her that school is fun.,neutral,did you put the letter in an envelope?
it should be warmer in a few minutes.,admiration,it's so nice to have a heated apartment.
i went to the market yesterday.,neutral,i don't see anything.
i don't believe anything i don't see with my own eyes.,neutral,you can't believe what you hear on tv or radio.
"how about ""let it be?""",neutral,"oh, yes! ""let it be, let it beÂ…"""
but the same thing day after day gets old.,optimism,"well, i guess if it ever does get old, i'll change to something different."
do you want to go fishing?,admiration,yes. that's a good idea.
Did you experience sadness after missing out on a once-in-a-lifetime opportunity?,sadness,"Yes, it's been really difficult to come to terms with. I can't help but feel like I've let myself down."
"brush, brush. spit, spit.",neutral,what did they do in the old days?
that's because they cook it while you wait.,admiration,yes. that's why it's also the best hamburger in town.
How did you react when you stumbled upon a hidden cave while exploring the mountains?,surprise,I was speechless! It was like something out of an adventure story. I never expected to find a hidden cave.
i don't want to go alone.,neutral,"so, will you be at school tomorrow?"
"okay, so she's not ugly; she's just fat.",neutral,she weighs 98 pounds.
it's the best job i've ever had.,admiration,what makes it so good?
"oh, no, it isn't!",curiosity,what do you mean?
i want to go to see a movie this weekend.,curiosity,what's stopping you then?
The vacation I planned got canceled due to unforeseen circumstances.,disappointment,That's really disappointing. I know you were excited. Maybe we can plan something else for another time.
i don't know.,neutral,it's better to be pale than to have skin cancer.
beer is a powerful drug.,neutral,so are cigarettes.
of course it does.,neutral,"without gravity, the water would go up."
"sometimes the pain goes away, and sometimes it doesn't.",neutral,have you seen a doctor?
it's supposed to be unlucky.,neutral,you're supposed to stay home all day.
i wish i had a talent like that.,neutral,i'm sure you have a talent. it's just hidden.
"yes, the workers are very polite.",neutral,and they're clean.
"what's so tough about it? of course, i would pick cigarettes.",neutral,but cigarettes taste much better when you have a cold beer.
did you tell her about school?,amusement,i told her that school is fun.
maybe you should stop shaving.,neutral,and grow a beard?
i cut my finger.,curiosity,how did you do that?
i listen to various types of music.,neutral,what genres?
that's only a penny a minute!,admiration,it's a great price. but you have to dial a lot of numbers.
I found moldy food in the back of my fridge!,disgust,"Ugh, that's revolting! Moldy food is a breeding ground for bacteria! Time for a deep clean!"
my sister had a cold. she gave it to me.,neutral,have you taken anything for your cold?
it must be very lonely.,curiosity,why's that?
i wish i had never started.,neutral,so does every smoker.
that doesn't make it right.,neutral,i saw dad wipe his nose on his sleeve yesterday.
how far away is that?,neutral,i think we'll be there in half an hour.
"""she loves you, yeah, yeah, yeah!...""",gratitude,"""Â…and you know you should be glad!"""
it can be dangerous.,neutral,you mean he could drown.
how do you know?,neutral,the tv news is reporting a bank robbery.
"that's nice, but tell me what she looks like.",admiration,the first thing i noticed was her beautiful brown eyes.
it has great weather all year long.,neutral,it has the rose parade.
we need to save enough for a down payment.,curiosity,how much is that?
i'm calling the waiter.,neutral,what's the matter?
and now i'm glad that i didn't.,curiosity,why's that?
"it's in the fridge, i think.",approval,"oh, yes, here it is. do you want a sandwich?"
How do you feel about the recent news of a natural disaster affecting your hometown?,sadness,I'm devastated by the news. It's hard to see my community suffering like this.
I'm about to confront someone about a difficult situation.,nervousness,"Confrontations can be nerve-wracking, but important for resolving conflicts. Stay calm, speak your truth, and listen with empathy."
I didn't get the promotion I was hoping for at work.,disappointment,"I'm sorry to hear that. It's disappointing, but keep working hard. Your efforts won't go unnoticed."
that sounds like a dream job.,neutral,"it was, until one day my manager caught me."
what's wrong with the bed?,neutral,look at this sheet.
"that's a good idea, because showers waste a lot of water.",neutral,from now on i'll spend only 20 minutes in the shower.
"i don't think so. after i finish, i'll have enough money to go to college.",disapproval,that's not a bad idea.
"if i owned a restaurant, i would never serve hot bread before the main course.",fear,that's terrible. i would never go to your restaurant.
thank you.,neutral,what kind of soup was that?
"oh, i don't care. you're the one who wants to go out.",neutral,"well, i want to see ""the pursuit of happyness."""
"i'm thinking, but i still have to go.",neutral,it's the next exit. hold on!
maybe i will be the first!,neutral,i've been thinking about learning spanish.
"well, when does the party start?",neutral,it's supposed to start at about eight.
yes?,neutral,see those stains?
i'm having a party next saturday.,admiration,that's nice.
a hospital is the most dangerous place in the world.,neutral,"oh, yes, because of all the killer germs."
me too.,neutral,i usually eat a simple salad.
how many best friends do you have?,neutral,i think about twenty-five.
I just got tickets to the championship game!,excitement,That's fantastic! You're going to witness history in the making! Get ready for an unforgettable experience!
which school do you attend?,neutral,i'm attending pcc right now.
my grandma's apartment smells funny.,neutral,so does mine.
"yes. after two u.s. fighter jets followed him for an hour, he landed on a highway.",neutral,did he crash?
that's a good idea.,neutral,i bought some new shoes.
"maybe it was, but answer the question.",disapproval,"no, not recently."
then maybe it's in your genes.,neutral,you might be right.
"yes, they are.",admiration,there's a real nice park nearby.
i hope that it does rain.,love,you like the rain?
can i try your coffee?,neutral,sure. here you go.
"it has about 140,000 people.",neutral,how big is los angeles?
you eat too much chocolate.,disapproval,i don't think so.
i bought it on a hunch.,neutral,you didn't read about the company first?
do you feel better now?,annoyance,i don't really feel too well yet.
because parents don't teach their kids right from wrong.,neutral,is that it?
no pets are allowed.,neutral,perfect. we don't have to listen to barking dogs.
tell her i said hello.,neutral,okay. i'll return your pen when i'm done.
How do you feel about going to the dentist?,fear,I'm absolutely terrified. The sound of the drill and the thought of needles make me feel sick with fear.
"well, you should do something that you enjoy.",joy,i enjoy selling. i was born to sell.
do you know any good jokes?,neutral,i can't remember jokes.
"hi, how are you. is alice there?",neutral,speaking. what's up?
what did they do in the old days?,neutral,they brushed with their fingers.
"if you pour water into a glass, the water goes down into the glass.",neutral,of course it does.
"no, i eat the same things day after day.",neutral,then maybe it's in your genes.
she had good reason. what did she do?,neutral,she told him to drop his girlfriend.
then the waiter will give you a big smile as he brings you the new steak.,neutral,where do you get these crazy ideas?
some actress was in court for driving without a license.,neutral,what was the second story?
How did the discussion with your partner about finances go?,relief,It went well. We found a budget that works for both of us. I'm relieved we're on the same page.
"no, he won't. some cars are doing 85.",neutral,so the cop will stop those cars?
"i gave her $1,000 for her birthday. i told her to spend it on herself.",admiration,that was very nice of you.
i like to watch people.,curiosity,that's your favorite thing to do?
that's a good question.,neutral,did you take it to a computer shop?
i enjoy listening to all kinds of music.,curiosity,what kind?
"no, i didn't.",curiosity,then why did the lifeguard dive into the water?
"oh, my goodness. no one is safe on the streets.",neutral,now he's slowing down.
look at the car chase on tv!,neutral,that driver is crazy.
"no pets, no smoking.",neutral,i like that. let's stay three nights.
how many?,neutral,"first you dial seven numbers, then ten numbers, then ten more numbers."
"number two, it's usually late.",neutral,you're right. the buses are never on time.
and then they blow smoke out of their mouth.,neutral,they think it's cool.
tell me what you've been up to.,neutral,i've really been working a lot lately.
i'd rather be cold than hot.,neutral,me too.
what was the third story?,neutral,a bull chased a man in a supermarket.
it's not bad. there are a lot of people there.,optimism,good luck with that.
see you soon.,neutral,goodbye.
you're right. the buses are never on time.,neutral,"number three, it doesn't run 24 hours."
or we can go to the lake.,neutral,or we can go to the ocean.
and it gives you money?,neutral,"well, it gives me money, but it's my own money."
once every two months.,neutral,that's a lot.
no. i'm divorced.,neutral,when did you get divorced?
have you seen our waiter?,neutral,here he comes now.
he was asking for it.,neutral,he learned his lesson. he's home today.
don't they clean the bus every night?,neutral,i think they do.
people are funny.,confusion,they sure are.
were you in a crosswalk?,approval,"yes, but the red hand was blinking."
into the mountains.,admiration,that sounds nice.
are you sure? i never heard of such a thing.,neutral,"i just peeled it, and i'm looking at it right now."
"yes, but a puppy needs shots.",neutral,shots for what?
is alice available?,neutral,you're talking to her.
but they can just knock on the door.,neutral,"actually, i want him to look at our carpet, too."
but his latest fire killed someone.,neutral,this time they have charged him with murder.
"well, you can't blame a man for asking.",neutral,he should act his age.
"exactly, it wouldn't be nice if it started raining. it's too hot.",approval,"i know, you're absolutely right."
I organized a successful environmental cleanup initiative in my community!,pride,Well done! Organizing a successful environmental cleanup initiative is a testament to your leadership and dedication to making
you're crazy.,neutral,then the waiter will give you a big smile as he brings you the new steak.
they probably will.,neutral,but no one knows for sure.
i hope we'll see a home run.,optimism,i hope we'll catch a foul ball.
why did you get divorced?,neutral,my wife left me.
"i'm sorry, but i have to go.",neutral,fine.
it starts at 8 o'clock.,neutral,i'll go.
our room was right next to the elevator and the ice machine.,neutral,they added phony charges to our bill.
now a stamp is 42 cents.,neutral,but in may it will be 44 cents.
"yes. it isn't there, either.",neutral,it's probably around somewhere.
Did you experience sadness after failing an important exam?,sadness,"Yes, I felt really disappointed in myself. It's hard not to dwell on the missed opportunity."
i didn't know you knew how to draw and paint.,neutral,i do it every once in a while.
your chances are very small.,disapproval,but you can't win if you don't play.
"well, i guess you have to live with it.",neutral,sometimes i want to throw it out the window.
you're not going to examine it before we order dinner?,neutral,"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now."
really? how many do you have?,neutral,"i don't know, maybe one hundred."
does god answer your prayers?,approval,"yes, i've passed all my tests."
doing what?,neutral,working.
Did you enjoy the hiking trip?,embarrassment,"Not really. I slipped and fell into a mud puddle right in front of everyone. I was covered in mud, and I wanted to disappear from the trail."
what's the matter with it?,neutral,it's on the corner.
english.,neutral,what are you going to do with an english major?
"number one, it's too slow.",neutral,you're right. a car is faster.
are there fish at the bottom?,neutral,there are fish at the top and the bottom.
i agree.,neutral,this city is full of jerks.
when did he die?,neutral,a couple of months ago.
maybe you should record it.,neutral,the tape recorder is broken.
really? what kind of shoes are they?,neutral,these are called all star chuck taylors.
"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now.",neutral,"me, too. let's forget about germs and focus on food."
even though they're in black and white.,admiration,a good story is more important than color.
they sure do.,neutral,they bark at everything.
and i want to get a big cabin with a view.,neutral,are you going to travel alone?
of course they match.,neutral,"no, they don't. one is black and one is dark blue."
what woman?,neutral,"you know, that woman with the big boobs."
was it blinking when you entered the crosswalk?,neutral,"no, the white walk sign was blinking."
you can wear this one around the house.,neutral,next time i'll soak it immediately.
a blind date doesn't mean that she is blind!,curiosity,what does it mean?
"i have to do some things, and besides, it's not polite to be nosey.",neutral,i'm not being nosey. i'm just asking.
i'll get our fishing rods.,neutral,i'll get the bait.
there's nothing in it.,curiosity,what do you mean?
How do you feel about the end of a long-term relationship?,sadness,I'm heartbroken. It's tough to accept that it's over after investing so much time and emotion.
"you won't catch me, because i love you. i'm not a cheater.",neutral,i will poke your eyes out. 
i hate flying.,neutral,so do i.
would you like to see a movie with me and my friend?,neutral,do you know what movie you're going to watch?
i bet you had to drag him away.,neutral,he wanted to take it home yesterday.
it was really nice talking to you also.,neutral,i think we should really do something sometime.
that sounds like fun. what's the weather going to be like?,neutral,i heard that it's going to be warm this weekend.
today is friday the thirteenth.,disappointment,that's a bad day.
How do you feel about not visiting your relatives during the holidays?,remorse,I regret not spending more time with them. I feel a deep sense of remorse for not prioritizing family and am committed to being more present in their lives in the future.
"your driver's license and registration, please.",neutral,here you go.
it's such a nice day.,approval,"yes, it is."
but you can't win if you don't play.,approval,ha! you can't win if you do play.
I keep getting pop-up ads while browsing the internet.,annoyance,I hate when that happens! Pop-up ads are so annoying. Maybe you can install an ad blocker to avoid them.
"i am happy, but marriage is a lot of responsibility.",approval,"yes, you have to take care of your wife."
"well, i know how to flip hamburgers.",neutral,no one would hire you to flip hamburgers.
"""Â…and you know you should be glad!""",admiration,what a great song.
but i'm listening to it.,neutral,"well, listen to it more quietly."
Have you considered seeking professional help to cope with your grief?,grief,"I have, but I'm not sure if it'll make a difference. The pain feels insurmountable."
i like to slide into the bases.,amusement,yeah. it's a lot of fun to slide.
that's a good reason to like something.,approval,"yeah, i think so too."
"when he is almost finished with one cigarette, he uses it to light another.",neutral,he's a chain smoker.
does it pick up any digital channels?,neutral,"oh, yes. i get six korean channels but nothing in english!"
how tall would you say that she is?,neutral,i would say she's only five feet.
Were you worried about the outcome of the medical test?,relief,"Yes, I was anxious, but the results came back normal. I'm relieved it wasn't anything serious."
maybe you should use an electric shaver.,neutral,"they make a lot of noise, but they don't give a close shave."
they said they need more money.,neutral,they always need more money.
and you get to play with a lot of dogs.,neutral,"well, you're supposed to be working."
what's the matter with it?,approval,it's too much like other flags.
thanks for coming to see me today.,neutral,it's no problem. i was really missing you anyway.
oh. that's not good.,neutral,"no, it isn't. a flat costs you time and money."
i agree.,neutral,you never know what might happen on these freeways.
where are you going?,neutral,i have to walk the dog.
get better.,gratitude,thanks a lot.
i injured my back one time just by sneezing.,neutral,you should see a doctor.
the beatles are the best.,admiration,they are the best musical group ever.
everyone tells you a different story about the same thing.,neutral,three different people will give you three different stories.
"we can give him five more minutes, and then leave.",neutral,i'll go up front and talk to the manager.
i'm a good card player.,curiosity,why is that?
why?,neutral,because that gets the blood out of the shirt.
What's your reaction to the idea of being stranded in the middle of the ocean?,fear,It's my worst nightmare. The vastness of the ocean and the fear of the unknown depths terrify me.
last year we made a big snowman.,neutral,how big was it?
because they always do.,neutral,maybe she's different.
life is hard.,confusion,it sure is.
"well, it's really none of your business.",neutral,that's harsh.
but a lot of old people are still interested in dating.,admiration,they should find a nice hobby.
the battery was dead.,admiration,a good battery would have saved his life.
"oh, no. that's bad news.",neutral,"it sure is, but i'm going to call hp first, just to make sure."
i enjoy selling. i was born to sell.,curiosity,"okay, what do you want to sell?"
where are we going?,neutral,into the mountains.
i'll put a glove in each pocket.,neutral,we'll get warmer as we walk.
i parked it right here.,confusion,are you sure?
"yes, i do.",neutral,what kind of car do you have?
i hate to fly.,neutral,because of all the security?
"you know, that woman with the big boobs.",neutral,i was not looking at her.
The product I ordered online was out of stock.,disappointment,That's disappointing. I know you were looking forward to it. Maybe it'll be available again soon.
"well, that's between 2:00 and 4:00 a.m.",neutral,where are all these people going?
do you want anything to make you feel better?,gratitude,"no, thanks. i already took some medicine."
what's the matter with this one?,disapproval,it's not comfortable.
where do you want to go?,neutral,we can go to the river.
"yes, it has lots of rooms and lots of space.",admiration,and lots of books.
How do you feel about the recent passing of a cherished mentor?,sadness,I'm feeling really downhearted about it. Their guidance and support meant so much to me.
"no, i couldn't make it.",admiration,you missed a really good game.
i'll call you later.,neutral,"okay, i'll talk to you later then."
so it would be cheaper to hire more police?,approval,"yes, it would."
How did the negotiation with the contractor about the home renovation project go?,relief,"It went smoothly, and we reached an agreement within our budget. I'm relieved the project can move forward."
why did you do that?,neutral,i mixed them together.
eat the fruit. it's good for you.,neutral,"next time you go to the market, let me go with you."
"thank you very much, that's kind of you.",disapproval,don't mention it.
then what?,neutral,then we'll just make a u-turn.
i wish it was a nicer day today.,optimism,that is true. i hope it doesn't rain.
he sank a 25-footer last year at the same tournament to win by one stroke.,neutral,i think he is from outer space.
then he didn't bother to apologize.,annoyance,that's rude.
"yes, a lot of flags have stripes.",neutral,a flag should be pretty.
but you know that california weather is really unpredictable.,neutral,"you're right. one minute it's hot, and then the next minute it's cold."
"yes, it's covered with crud.",neutral,i'm going to clean it.
i've enjoyed conversing with you.,neutral,is there a reason why you're trying to get off the phone so fast?
even if it's only for a short while.,approval,it's always good to have friends.
tiger is the greatest golfer in the world.,neutral,you can say that again.
but the swine flu just killed 20 people in mexico.,neutral,the government says we have nothing to worry about.
what about her facial features?,admiration,"she has light brown eyes, absolutely beautiful."
this looks like a nice table.,neutral,"no, it's too close to the salad bar."
Were you worried about the outcome of the project presentation?,relief,"Yes, I was anxious, but it went better than expected. I'm relieved it's finally over!"
yikes! who can remember all that?,neutral,you need to get a lot of lessons when you're really young.
a couple of months ago.,sadness,you still miss him.
occasionally.,neutral,when's that?
the streets are clean and quiet.,neutral,the neighbors don't party on the weekends.
i'm glad sunday is only once a week.,optimism,i hope god didn't hear that.
"if they are all outside, then what?",neutral,then we just wait outside for a fireman to tell us to go back in.
I just finished writing my first novel!,excitement,That's amazing! Congratulations on such a huge accomplishment! I can't wait to read it!
My computer keeps restarting on its own.,annoyance,That's really frustrating! Random restarts can be so disruptive. Have you checked for any software updates or hardware issues?
i have to check the stove.,neutral,what's the matter?
i don't know which one i like the best.,neutral,i like the ones i can sing along with.
why not?,neutral,he's a dirty old man.
but that's what pockets are for.,neutral,you should carry them in a purse.
"lately, i've been quite busy.",curiosity,tell me what you've been up to.
i'd rather not.,confusion,why not?
